,SectorType.tech,SectorType.fin,SectorType.eng,SectorType.hlth,SectorType.cons,SectorType.cond,SectorType.indu,SectorType.util,SectorType.tels,SectorType.matr
2019-06-30,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-01,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-02,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-03,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-04,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-05,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-06,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-07,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-08,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-09,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-10,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-11,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-12,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-13,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-14,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-15,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-16,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-17,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-18,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-19,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-20,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-21,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-22,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-23,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-24,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-25,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-26,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-27,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-28,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-29,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-30,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-07-31,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-01,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-02,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-03,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-04,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-05,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-06,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-07,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-08,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-09,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-10,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-11,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-12,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-13,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
2019-08-14,0.10267032665772557,0.09897458924880352,0.1043753089256771,0.1014892765283611,0.08864797086137007,0.1061096658652407,0.11500011667565009,0.08499761038127006,0.10290159497199271,0.09483353988390869
